"locationID","locationName","locationType","address1","address2","city","state","zip5","zip4","latitude","longitude","distance","phone","fax","tollFree","tty","services","serviceHours","parking","passportApptRequired","siteComment","passportTelephoneNumber","passportTelephoneNumberExtension","showNotice","specialMessage","lbroRetail","timeZone","parcelLockerLocation","parcelLockerAddress","parcelLockerCity","parcelLockerState","parcelLockerZip","closedFacility","error"
"1353291","ARECIBO","PO","10 AVE SAN PATRICIO","","ARECIBO","PR","00612","9998","18.477556","-66.759805","2.32073","7878782775","7878781665","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1353890","BAJADERO","PO","100 CARR 656","","BAJADERO","PR","00616","9800","18.428538","-66.677371","1.0861","7878811223","7878810492","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1354028","BARCELONETA","PO","H1 CALLE 5","","BARCELONETA","PR","00617","9998","18.450169","-66.5379519","1.07411","7878462380","7878465423","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1355446","BOQUERON","PO","300 CARR 101","","BOQUERON","PR","00622","9997","18.027597","-67.164396","0.42031","7878513848","7878511715","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1433941","CABO ROJO","PO","64 CALLE CARBONELL","","CABO ROJO","PR","00623","9998","18.088656","-67.1492459","0.76261","7878511095","7878516480","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1377197","PENUELAS","PO","100 CARR 132","","PENUELAS","PR","00624","9998","18.049445","-66.7190229","0.32902","7878361252","7878367062","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1356820","CAMUY","PO","2 CALLE CORREO","","CAMUY","PR","00627","9998","18.484848","-66.849339","0.56337","7878982575","7872621508","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1434002","CPU CASTANER CONTRACT","CPU","135 CARR PRINCIPAL","","CASTANER","PR","00631","9997","18.178959","-66.832415","3.03665","7878294910","","800ASKUSPS","8778892457","System.Object[]","System.Object[]","NONE","","","","","","","","00:00","False","","","","","False",""
"1433962","SABANA GRANDE","PO","1 AVE VICENTE QUILINCHINI STE 4","","SABANA GRANDE","PR","00637","9998","18.07629","-66.960763","0.24185","7878040040","7878040042","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1358053","CIALES","PO","25 CARR 149","","CIALES","PR","00638","9998","18.345429","-66.467572","1.95382","7878712384","7878712342","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1385601","UTUADO","PO","41 AVE FERNANDO L RIBAS","","UTUADO","PR","00641","9998","18.268283","-66.696592","0.64725","7878942490","7878946796","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","N","","","","","","","00:00","False","","","","","False",""
"1433945","DORADO","PO","618 AVE JOSE EFRON","","DORADO","PR","00646","9997","18.457511","-66.283997","0.75095","7877961052","7877964468","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1362649","ENSENADA","PO","6 CALLE SEGUNDA SUR","","ENSENADA","PR","00647","9998","17.968681","-66.93196","0.45858","7878215419","7878213992","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1363570","FLORIDA","PO","66 CALLE MUNOZ RIVERA","","FLORIDA","PR","00650","9998","18.363445","-66.569937","0.11083","7878221357","7878221357","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1364499","GARROCHALES","PO","100 CARR 682","","GARROCHALES","PR","00652","9997","18.458271","-66.6130819","0.5162","7878812990","7878798355","800ASKUSPS","8778892457","System.Object[]","System.Object[]","NONE","","","","","","","","00:00","False","","","","","False",""
"1365816","GUANICA","PO","39 CALLE 13 DE MARZO STE 101","","GUANICA","PR","00653","9998","17.971633","-66.907017","0.05011","7878212645","7878215477","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1365819","GUAYANILLA","PO","285 CALLE LUIS MUNOZ RIVERA","","GUAYANILLA","PR","00656","9998","18.030943","-66.797352","0.62446","7878350320","7878350310","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1366467","HATILLO","PO","192 AVE DR SUSONI","","HATILLO","PR","00659","9998","18.488053","-66.819537","0.71124","7878982010","7872620451","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1367412","HORMIGUEROS","PO","250 CARR 344","","HORMIGUEROS","PR","00660","9998","18.139953","-67.123409","0.07251","7878492180","7878492180","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1368084","ISABELA","PO","5 CALLE PINEIRO","","ISABELA","PR","00662","3669","18.500116","-67.024394","0.86502","7878722284","7878729461","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","N","","","","","","","00:00","False","","","","","False",""
"1368322","JAYUYA","PO","15 CALLE A BARCELO STE 2","","JAYUYA","PR","00664","9998","18.218954","-66.593749","0.08199","7878283010","7878284167","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1369529","LAJAS","PO","72 CALLE 65 DE INFANTERIA S","","LAJAS","PR","00667","9998","18.042455","-67.0584509","0.35906","7878991440","7878991110","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1369882","LARES","PO","100 AVE LOS PATRIOTAS STE 1","","LARES","PR","00669","9998","18.299391","-66.874729","0.47113","7878972260","7878970340","800ASKUSPS","8778892457","System.Object[]","System.Object[]","STREET","N","","","","","","","00:00","False","","","","","False",""
"1369902","LAS MARIAS","PO","78 AVE MATIAS BRUGMAN","","LAS MARIAS","PR","00670","9998","18.251979","-66.990833","0.16462","7878272295","7878274080","800ASKUSPS","8778892457","System.Object[]","System.Object[]","STREET","","","","","","","","00:00","False","","","","","False",""
"1371597","MANATI","PO","29 CALLE ELLIOT VELEZ","","MANATI","PR","00674","9998","18.433152","-66.484364","0.15332","7878542296","7878842942","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1373430","MOCA","PO","212 AVE LA MOCA","","MOCA","PR","00676","9998","18.394712","-67.1093619","0.25666","7878772455","7878180005","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1433040","CPU VOLADORAS CONTRACT","CPU","13654 CARR 420","","MOCA","PR","00676","9842","18.367103","-67.067832","3.10442","7878772455","","800ASKUSPS","8778892457","System.Object[]","System.Object[]","NONE","","","","","","","","00:00","False","","","","","False",""
"1379354","RINCON","PO","100 CARR 115","","RINCON","PR","00677","9998","18.34499","-67.249375","0.4052","7878232625","7878231565","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1378603","QUEBRADILLAS","PO","64 CALLE JOSE L LINARES","","QUEBRADILLAS","PR","00678","9998","18.469148","-66.938025","0.24506","7878952800","7878958358","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1433951","MAYAGUEZ","PO","60 CALLE MCKINLEY W","","MAYAGUEZ","PR","00680","9998","18.201532","-67.143954","0.94287","7872653138","7878316106","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","N","","","","","","","00:00","False","","","","","False",""
"1434005","MARINA","PO","270 CALLE DE LA CANDELARIA","","MAYAGUEZ","PR","00682","9996","18.205817","-67.150556","0.08317","7878050445","7878055625","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1433964","SAN GERMAN","PO","181 AVE UNIV INTERAMERICANA","","SAN GERMAN","PR","00683","9998","18.079912","-67.035923","0.14191","7878921313","7878926145","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","N","","","","","","","-5:00","False","","","","","False",""
"1380652","SAN SEBASTIAN","PO","211 CALLE RUIZ BELVIS","","SAN SEBASTIAN","PR","00685","9998","18.335995","-66.9939079","0.05368","7872801333","7872801332","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1434068","CPU HATO ARRIBA CONTRACT","CPU","1 CARR 111","","SAN SEBASTIAN","PR","00685","9996","18.336036","-66.9939079","0.0546","7872806523","7872804038","800ASKUSPS","8778892457","System.Object[]","System.Object[]","NONE","","","","","","","","00:00","False","","","","","False",""
"1433039","CPU JUNCAL CONTRACT","CPU","2 CARR 111","","SAN SEBASTIAN","PR","00685","9994","18.312891","-66.925237","3.92045","7878964304","7872804038","800ASKUSPS","8778892457","System.Object[]","System.Object[]","NONE","","","","","","","","00:00","False","","","","","False",""
"1373818","MOROVIS","PO","200 CARR 155","","MOROVIS","PR","00687","9998","18.322433","-66.406125","1.12214","7878621500","7878621540","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","N","","","","","","","00:00","False","","","","","False",""
"1380199","SABANA HOYOS","PO","50 CARR 639","","SABANA HOYOS","PR","00688","9591","18.422242","-66.61247","3.49296","7878160800","7878160803","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1380576","SAN ANTONIO","PO","1068 AVE GENERAL RAMEY","","SAN ANTONIO","PR","00690","1216","18.492666","-67.098069","0.1849","7878823525","7878901730","800ASKUSPS","8778892457","System.Object[]","System.Object[]","STREET","","","","","","","","00:00","False","","","","","False",""
"1385791","VEGA ALTA","PO","100 CARR 2","","VEGA ALTA","PR","00692","9998","18.414661","-66.329374","0.32966","7878834200","7872700497","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1385792","VEGA BAJA","PO","A10 CALLE 2","","VEGA BAJA","PR","00693","9998","18.447293","-66.385853","1.2451","7878582710","7878588854","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1388448","YAUCO","PO","329 YAUCO PLAZA I","","YAUCO","PR","00698","9997","18.026954","-66.852098","0.29661","7878568080","7872679095","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1433938","AGUAS BUENAS","PO","13 CALLE PIO RECHANI","","AGUAS BUENAS","PR","00703","9998","18.256429","-66.103182","0.27171","7877322461","7877321810","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1352448","AGUIRRE","PO","100 CALLE PRINCIPAL","","AGUIRRE","PR","00704","9998","17.954817","-66.222813","1.33024","7878534020","7878532977","800ASKUSPS","8778892457","System.Object[]","System.Object[]","STREET","","","","","","","","00:00","False","","","","","False",""
"1352454","AIBONITO","PO","20 CALLE IGNACIO LOPEZ","","AIBONITO","PR","00705","9998","18.138748","-66.264149","0.17677","7877354071","7877350860","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1372168","MAUNABO","PO","184 AVE CALIMANO","","MAUNABO","PR","00707","9998","18.005747","-65.897561","0.12027","7878612955","7878612366","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","N","","","","","","","00:00","False","","","","","False",""
"1353411","ARROYO","PO","111 CALLE MORSE","","ARROYO","PR","00714","9998","17.968239","-66.061177","0.32768","7878393390","7878394625","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1372732","MERCEDITA","PO","100 TURPEAUX IND PARK","","MERCEDITA","PR","00715","9998","18.007738","-66.576193","0.05907","7878120229","7878120209","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1433999","CPU UNIVERSIDAD CATOLICA","CPU","2250 BLVD LUIS A FERRE","","PONCE","PR","00717","0656","18.001976","-66.6181979","0.48004","7878431000","7872598515","800ASKUSPS","8778892457","System.Object[]","System.Object[]","NONE","","","","","","","","00:00","False","","","","","False",""
"1378000","PONCE","PO","2340 AVE EDUARDO RUBERTE","","PONCE","PR","00717","9998","17.99878","-66.631461","1.20082","7878431503","7872598515","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","N","","","","","","","00:00","False","","","","","False",""
"1374350","NAGUABO","PO","100 CARR 31","","NAGUABO","PR","00718","9998","18.215118","-65.736104","0.50585","7878743115","7878743160","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1433952","NARANJITO","PO","40 CALLE GEORGETTI","","NARANJITO","PR","00719","9998","18.300629","-66.2418029","0.89261","7878692140","7878697784","800ASKUSPS","8778892457","System.Object[]","System.Object[]","STREET","N","","","","","","","00:00","False","","","","","False",""
"1433954","OROCOVIS","PO","35 AVE ERNESTO RAMOS ANTONINI","","OROCOVIS","PR","00720","9998","18.231911","-66.391082","0.3468","7878670640","7877672015","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1433955","PALMER","PO","23 CALLE PRINCIPAL","","PALMER","PR","00721","9997","18.370774","-65.7689269","4.378","7878872112","","800ASKUSPS","8778892457","System.Object[]","System.Object[]","NONE","","","","","","","","00:00","False","","","","","False",""
"1376931","PATILLAS","PO","101 CARR 3","","PATILLAS","PR","00723","9998","18.003256","-66.012872","0.22192","7878393270","7878395767","800ASKUSPS","8778892457","System.Object[]","System.Object[]","STREET","Y","","","","","","","00:00","False","","","","","False",""
"1356582","CAGUAS","PO","225 CALLE GAUTIER BENITEZ","","CAGUAS","PR","00725","9998","18.221196","-66.039928","0.85082","7877435110","7872586583","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","N","","","","","","","00:00","False","","","","","False",""
"1434004","NORTH","PO","555 CALLE EXT MUNOZ RIVERA STE 1","","CAGUAS","PR","00725","4361","18.221196","-66.039928","0.85082","7877434100","7872581675","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1356884","CANOVANAS","PO","18400 CARR 3 STE 136","","CANOVANAS","PR","00729","9998","18.377698","-65.882601","0.94464","7878762900","7872564779","800ASKUSPS","8778892457","System.Object[]","System.Object[]","STREET","Y","","","","","","","-5:00","False","","","","","False",""
"1557277","ATOCHA","PO","13 PASEO ATOCHA","","PONCE","PR","00730","9996","18.013621","-66.613441","0.34561","7878422997","","800ASKUSPS","8778892457","System.Object[]","System.Object[]","NONE","","","","","","","","00:00","False","","","","","False",""
"1357413","CEIBA","PO","305 AVE LAURO PINERO","","CEIBA","PR","00735","9998","18.261279","-65.64854","0.27592","7878850850","7878850860","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1357328","CAYEY","PO","11 AVE BALDORIOTY E","","CAYEY","PR","00736","9998","18.114401","-66.166026","0.4301","7877388020","7872630240","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","N","","","","","","","00:00","False","","","","","False",""
"1363061","FAJARDO","PO","113 CALLE GARRIDO MORALES W","","FAJARDO","PR","00738","9998","18.326275","-65.654856","0.38265","7876558777","7876558782","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","N","","","","","","","00:00","False","","","","","False",""
"1433944","CIDRA","PO","100 AVE INDUSTRIAL","","CIDRA","PR","00739","9998","18.17183","-66.1579199","0.68277","7877143999","7877143995","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","N","","","","","","","00:00","False","","","","","False",""
"1433957","PUERTO REAL","PO","477 CALLE UN","","PUERTO REAL","PR","00740","9998","18.33285","-65.6328439","0.02067","7878631827","7878633348","800ASKUSPS","8778892457","System.Object[]","System.Object[]","NONE","Y","","","","","","","00:00","False","","","","","False",""
"1433958","PUNTA SANTIAGO","PO","15 CALLE ADUANA","","PUNTA SANTIAGO","PR","00741","9998","18.164614","-65.744177","1.59244","7878502240","7878501483","800ASKUSPS","8778892457","System.Object[]","System.Object[]","NONE","","","","","","","","00:00","False","","","","","False",""
"1433960","RIO BLANCO","PO","100 CARR 31","","RIO BLANCO","PR","00744","9800","18.217426","-65.7903379","0.10147","7878742524","7878741857","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1379382","RIO GRANDE","PO","99 CALLE PIMENTEL STE 1","","RIO GRANDE","PR","00745","9998","18.380231","-65.833557","0.11644","7878872735","7878876842","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1380507","SALINAS","PO","100 CARR PLAYA","","SALINAS","PR","00751","9998","17.976008","-66.3012349","0.73857","7878242485","7878242696","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1380627","SAN LORENZO","PO","123 CALLE DE DIEGO","","SAN LORENZO","PR","00754","9998","18.190981","-65.964766","0.10885","7877364101","7877150040","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","N","","","","","","","00:00","False","","","","","False",""
"1380758","SANTA ISABEL","PO","36 CALLE LUIS MUNOZ RIVERA STE 1","","SANTA ISABEL","PR","00757","9998","17.964762","-66.403922","0.38387","7878453840","7878455997","800ASKUSPS","8778892457","System.Object[]","System.Object[]","STREET","","","","","","","","00:00","False","","","","","False",""
"1385959","VIEQUES","PO","300 CALLE ANTONIO G MELLADO STE 1","","VIEQUES","PR","00765","9997","18.142332","-65.4435149","0.10578","7877413891","7877410370","800ASKUSPS","8778892457","System.Object[]","System.Object[]","NONE","Y","","","","","","","00:00","False","","","","","False",""
"1385992","VILLALBA","PO","25 CALLE MUNOZ RIVERA","","VILLALBA","PR","00766","9998","18.12687","-66.492753","0.06187","7878472560","7878476163","800ASKUSPS","8778892457","System.Object[]","System.Object[]","STREET","","","","","","","","00:00","False","","","","","False",""
"1388412","YABUCOA","PO","100 CALLE CATALINA MORALES","","YABUCOA","PR","00767","9998","18.046791","-65.8797309","0.49919","7878932135","7878930088","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1358503","COAMO","PO","100 CALLE A STE 1","","COAMO","PR","00769","3419","18.07318","-66.3624909","0.37761","7878032721","7878032722","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","N","","","","","","","00:00","False","","","","","False",""
"1369903","LAS PIEDRAS","PO","77 CALLE JT PINERO STE 1","","LAS PIEDRAS","PR","00771","9998","18.179781","-65.871893","0.76774","7877334161","7877332665","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1370803","LOIZA","PO","64 CALLE SAN PATRICIO","","LOIZA","PR","00772","9998","18.430846","-65.880459","0.24359","7878762025","7878762025","800ASKUSPS","8778892457","System.Object[]","System.Object[]","STREET","","","","","","","","00:00","False","","","","","False",""
"1371176","LUQUILLO","PO","160 CALLE QUINTO CENTENARIO","","LUQUILLO","PR","00773","9998","18.375125","-65.716898","0.15352","7878893170","7878891449","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1360001","CULEBRA","PO","26 CALLE PEDRO MARQUEZ","","CULEBRA","PR","00775","9800","18.302339","-65.301872","0.94352","7877423862","7877421987","800ASKUSPS","8778892457","System.Object[]","System.Object[]","NONE","","","","","","","","00:00","False","","","","","False",""
"1368597","JUNCOS","PO","1 CALLE MUNOZ RIVERA","","JUNCOS","PR","00777","9998","18.234375","-65.9232909","0.78023","7877343562","7877344160","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1365867","GURABO","PO","106 CALLE ANGEL C MORALES E","","GURABO","PR","00778","9998","18.256511","-65.9696369","0.86966","7877370465","7877371090","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1359361","COTO LAUREL","PO","3007 AVE SAN CRISTOBAL","","COTO LAUREL","PR","00780","9998","18.039987","-66.5469689","0.87715","7872598475","7878482447","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","N","","","","","","","00:00","False","","","","","False",""
"1358837","COMERIO","PO","37 CARR 778 STE 3","","COMERIO","PR","00782","9998","18.223091","-66.222908","0.07862","7878756030","7878756031","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1359311","COROZAL","PO","100 COROZAL SHOP CTR STE 104","","COROZAL","PR","00783","9998","18.337574","-66.322962","0.37762","7878592640","7878597794","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1433042","CPU PALMARITO CONTRACT","CPU","80101 BO PALMARITO CARR 801 INT","","COROZAL","PR","00783","9997","18.265617","-66.337031","5.28288","7878598945","","800ASKUSPS","8778892457","System.Object[]","System.Object[]","NONE","","","","","","","","00:00","False","","","","","False",""
"1433948","GUAYAMA","PO","151 CALLE ASHFORD S","","GUAYAMA","PR","00784","9998","17.980762","-66.112008","0.23156","7878641150","7878646420","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1369407","LA PLATA","PO","5 CARR 173","","LA PLATA","PR","00786","9997","18.157048","-66.232698","0.55486","7877357987","7877355640","800ASKUSPS","8778892457","System.Object[]","System.Object[]","NONE","","","","","","","","00:00","False","","","","","False",""
"1367611","HUMACAO","PO","122 CALLE FONT MARTELO","","HUMACAO","PR","00791","9998","18.150911","-65.8295359","0.81735","2027917636","2027917636","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1354085","BARRANQUITAS","PO","41 CALLE MUNOZ RIVERA FRNT","","BARRANQUITAS","PR","00794","9998","18.185606","-66.307993","0.06579","7878573020","7878571270","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","Y","","","","","","","00:00","False","","","","","False",""
"1368574","JUANA DIAZ","PO","72 CALLE EXT MUNOZ RIVERA","","JUANA DIAZ","PR","00795","9998","18.05544","-66.504649","1.08761","7878372050","7872602859","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1366492","HAVENSIGHT","PO","9007 HAVENSIGHT SHOPP CTR STE D","","ST THOMAS","VI","00802","9994","18.340436","-64.9171329","0.30703","3407769897","3407769695","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1357689","CHARLOTTE AMALIE","PO","9846 ESTATE THOMAS","","ST THOMAS","VI","00802","9998","18.340456","-64.917109","0.30849","3407741950","3407741991","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1434009","EMANCIPATION GARDENS","PO","5046 NORRE GADE","","ST THOMAS","VI","00802","9995","18.34154","-64.930887","0.80598","3407743750","3407749155","800ASKUSPS","8778892457","System.Object[]","System.Object[]","STREET","Y","","","","","","","00:00","False","","","","","False",""
"1385902","VETERANS ANNEX","PO","6500 VETERANS DR","","ST THOMAS","VI","00802","9992","18.3383","-64.940367","1.22218","3407741950","3407741951","800ASKUSPS","8778892457","System.Object[]","System.Object[]","STREET","","","","","","","","00:00","False","","","","","False",""
"1385229","EAST END","PO","4605 TUTU PARK MALL STE 179","","ST THOMAS","VI","00802","9993","18.339164","-64.8900319","1.47227","3407757354","3407757305","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1358006","CHRISTIANSTED","PO","1104 ESTATE RICHMOND","","CHRISTIANSTED","VI","00820","9998","17.743917","-64.712702","0.65206","3407731505","3407736226","800ASKUSPS","8778892457","System.Object[]","System.Object[]","LOT","","","","","","","","00:00","False","","","","","False",""
"1361135","DOWNTOWN","PO","2119 MARKET SQ","","CHRISTIANSTED","VI","00820","9996","17.744951","-64.704038","0.95798","3407733586","3407739426","800ASKUSPS","8778892457","System.Object[]","System.Object[]","STREET","","","","","","","","00:00","False","","","","","False",""
